date,store,item,sales
2023-09-09,Store-1,Jeans,27
2023-09-09,Store-1,Tshirt,27
2023-09-09,Store-1,Scarf,13
2023-09-09,Store-2,Jacket,28
2023-09-09,Store-2,Sweater,25
2023-09-09,Store-2,Boots,17
2023-09-09,Store-2,Jeans,29
2023-09-09,Store-2,Tshirt,25
2023-09-09,Store-2,Scarf,15
2023-09-09,Store-3,Jacket,27
2023-09-09,Store-3,Sweater,20
2023-09-09,Store-3,Boots,16
2023-09-09,Store-3,Jeans,22
2023-09-09,Store-3,Tshirt,23
2023-09-09,Store-3,Scarf,12
2023-09-10,Store-1,Jacket,25
2023-09-10,Store-1,Sweater,24
2023-09-10,Store-1,Boots,16
2023-09-10,Store-1,Jeans,25
2023-09-10,Store-1,Tshirt,27
2023-09-10,Store-1,Scarf,14
2023-09-10,Store-2,Jacket,29
2023-09-10,Store-2,Sweater,27
2023-09-10,Store-2,Boots,18
2023-09-10,Store-2,Jeans,29
2023-09-10,Store-2,Tshirt,29
2023-09-10,Store-2,Scarf,17
2023-09-10,Store-3,Jacket,27
2023-09-10,Store-3,Sweater,23
2023-09-10,Store-3,Boots,16
2023-09-10,Store-3,Jeans,22
2023-09-10,Store-3,Tshirt,23
2023-09-10,Store-3,Scarf,13
2023-09-11,Store-1,Jacket,24
2023-09-11,Store-1,Sweater,19
2023-09-11,Store-1,Boots,13
2023-09-11,Store-1,Jeans,20
2023-09-11,Store-1,Tshirt,20
2023-09-11,Store-1,Scarf,10
2023-09-11,Store-2,Jacket,24
2023-09-11,Store-2,Sweater,21
2023-09-11,Store-2,Boots,14
2023-09-11,Store-2,Jeans,25
2023-09-11,Store-2,Tshirt,25
2023-09-11,Store-2,Scarf,12
2023-09-11,Store-3,Jacket,21
2023-09-11,Store-3,Sweater,17
2023-09-11,Store-3,Boots,13
2023-09-11,Store-3,Jeans,20
2023-09-11,Store-3,Tshirt,20
2023-09-11,Store-3,Scarf,11
2023-09-12,Store-1,Jacket,24
2023-09-12,Store-1,Sweater,20
2023-09-12,Store-1,Boots,13
2023-09-12,Store-1,Jeans,20
2023-09-12,Store-1,Tshirt,22
2023-09-12,Store-1,Scarf,10
2023-09-12,Store-2,Jacket,27
2023-09-12,Store-2,Sweater,21
2023-09-12,Store-2,Boots,15
2023-09-12,Store-2,Jeans,23
2023-09-12,Store-2,Tshirt,26
2023-09-12,Store-2,Scarf,11
2023-09-12,Store-3,Jacket,22
2023-09-12,Store-3,Sweater,18
2023-09-12,Store-3,Boots,12
2023-09-12,Store-3,Jeans,19
2023-09-12,Store-3,Tshirt,19
2023-09-12,Store-3,Scarf,10
2023-09-13,Store-1,Jacket,23
2023-09-13,Store-1,Sweater,21
2023-09-13,Store-1,Boots,12
2023-09-13,Store-1,Jeans,22
2023-09-13,Store-1,Tshirt,20
2023-09-13,Store-1,Scarf,10
2023-09-13,Store-2,Jacket,27
2023-09-13,Store-2,Sweater,21
2023-09-13,Store-2,Boots,13
2023-09-13,Store-2,Jeans,25
2023-09-13,Store-2,Tshirt,23
2023-09-13,Store-2,Scarf,11
2023-09-13,Store-3,Jacket,19
2023-09-13,Store-3,Sweater,16
2023-09-13,Store-3,Boots,11
2023-09-13,Store-3,Jeans,20
2023-09-13,Store-3,Tshirt,19
2023-09-13,Store-3,Scarf,10
2023-09-14,Store-1,Jacket,25
2023-09-14,Store-1,Sweater,19
2023-09-14,Store-1,Boots,11
2023-09-14,Store-1,Jeans,20
2023-09-14,Store-1,Tshirt,22
2023-09-14,Store-1,Scarf,9
2023-09-14,Store-2,Jacket,29
2023-09-14,Store-2,Sweater,23
2023-09-14,Store-2,Boots,14
2023-09-14,Store-2,Jeans,23
2023-09-14,Store-2,Tshirt,22
2023-09-14,Store-2,Scarf,11
2023-09-14,Store-3,Jacket,20
2023-09-14,Store-3,Sweater,17
2023-09-14,Store-3,Boots,10
2023-09-14,Store-3,Jeans,18
2023-09-14,Store-3,Tshirt,18
2023-09-14,Store-3,Scarf,10
2023-09-15,Store-1,Jacket,22
2023-09-15,Store-1,Sweater,20
2023-09-15,Store-1,Boots,13
2023-09-15,Store-1,Jeans,19
2023-09-15,Store-1,Tshirt,21
2023-09-15,Store-1,Scarf,10
2023-09-15,Store-2,Jacket,24
2023-09-15,Store-2,Sweater,23
2023-09-15,Store-2,Boots,13
2023-09-15,Store-2,Jeans,22
2023-09-15,Store-2,Tshirt,23
2023-09-15,Store-2,Scarf,13
2023-09-15,Store-3,Jacket,22
2023-09-15,Store-3,Sweater,19
2023-09-15,Store-3,Boots,10
2023-09-15,Store-3,Jeans,21
2023-09-15,Store-3,Tshirt,19
2023-09-15,Store-3,Scarf,11
2023-09-16,Store-1,Jacket,28
2023-09-16,Store-1,Sweater,21
2023-09-16,Store-1,Boots,16
2023-09-16,Store-1,Jeans,24
2023-09-16,Store-1,Tshirt,27
2023-09-16,Store-1,Scarf,15
2023-09-16,Store-2,Jacket,33
2023-09-16,Store-2,Sweater,24
2023-09-16,Store-2,Boots,17
2023-09-16,Store-2,Jeans,30
2023-09-16,Store-2,Tshirt,29
2023-09-16,Store-2,Scarf,17
2023-09-16,Store-3,Jacket,24
2023-09-16,Store-3,Sweater,23
2023-09-16,Store-3,Boots,14
2023-09-16,Store-3,Jeans,23
2023-09-16,Store-3,Tshirt,23
2023-09-16,Store-3,Scarf,14
2023-09-17,Store-1,Jacket,24
2023-09-17,Store-1,Sweater,24
2023-09-17,Store-1,Boots,18
2023-09-17,Store-1,Jeans,26
2023-09-17,Store-1,Tshirt,23
2023-09-17,Store-1,Scarf,16
2023-09-17,Store-2,Jacket,28
2023-09-17,Store-2,Sweater,26
2023-09-17,Store-2,Boots,18
2023-09-17,Store-2,Jeans,29
2023-09-17,Store-2,Tshirt,29
2023-09-17,Store-2,Scarf,15
2023-09-17,Store-3,Jacket,23
2023-09-17,Store-3,Sweater,20
2023-09-17,Store-3,Boots,17
2023-09-17,Store-3,Jeans,22
2023-09-17,Store-3,Tshirt,23
2023-09-17,Store-3,Scarf,12
2023-09-18,Store-1,Jacket,23
2023-09-18,Store-1,Sweater,20
2023-09-18,Store-1,Boots,14
2023-09-18,Store-1,Jeans,19
2023-09-18,Store-1,Tshirt,19
2023-09-18,Store-1,Scarf,10
2023-09-18,Store-2,Jacket,24
2023-09-18,Store-2,Sweater,20
2023-09-18,Store-2,Boots,13
2023-09-18,Store-2,Jeans,21
2023-09-18,Store-2,Tshirt,26
2023-09-18,Store-2,Scarf,12
2023-09-18,Store-3,Jacket,22
2023-09-18,Store-3,Sweater,17
2023-09-18,Store-3,Boots,12
2023-09-18,Store-3,Jeans,19
2023-09-18,Store-3,Tshirt,21
2023-09-18,Store-3,Scarf,10
2023-09-19,Store-1,Jacket,25
2023-09-19,Store-1,Sweater,20
2023-09-19,Store-1,Boots,14
2023-09-19,Store-1,Jeans,20
2023-09-19,Store-1,Tshirt,20
2023-09-19,Store-1,Scarf,10
2023-09-19,Store-2,Jacket,24
2023-09-19,Store-2,Sweater,20
2023-09-19,Store-2,Boots,14
2023-09-19,Store-2,Jeans,21
2023-09-19,Store-2,Tshirt,26
2023-09-19,Store-2,Scarf,12
2023-09-19,Store-3,Jacket,19
2023-09-19,Store-3,Sweater,16
2023-09-19,Store-3,Boots,11
2023-09-19,Store-3,Jeans,17
2023-09-19,Store-3,Tshirt,21
2023-09-19,Store-3,Scarf,9
2023-09-20,Store-1,Jacket,25
2023-09-20,Store-1,Sweater,17
2023-09-20,Store-1,Boots,13
2023-09-20,Store-1,Jeans,21
2023-09-20,Store-1,Tshirt,22
2023-09-20,Store-1,Scarf,9
2023-09-20,Store-2,Jacket,28
2023-09-20,Store-2,Sweater,20
2023-09-20,Store-2,Boots,15
2023-09-20,Store-2,Jeans,25
2023-09-20,Store-2,Tshirt,22
2023-09-20,Store-2,Scarf,11
2023-09-20,Store-3,Jacket,21
2023-09-20,Store-3,Sweater,18
2023-09-20,Store-3,Boots,11
2023-09-20,Store-3,Jeans,18
2023-09-20,Store-3,Tshirt,18
2023-09-20,Store-3,Scarf,10
2023-09-21,Store-1,Jacket,22
2023-09-21,Store-1,Sweater,17
2023-09-21,Store-1,Boots,13
2023-09-21,Store-1,Jeans,21
2023-09-21,Store-1,Tshirt,22
2023-09-21,Store-1,Scarf,9
2023-09-21,Store-2,Jacket,28
2023-09-21,Store-2,Sweater,20
2023-09-21,Store-2,Boots,13
2023-09-21,Store-2,Jeans,24
2023-09-21,Store-2,Tshirt,26
2023-09-21,Store-2,Scarf,13
2023-09-21,Store-3,Jacket,20
2023-09-21,Store-3,Sweater,18
2023-09-21,Store-3,Boots,11
2023-09-21,Store-3,Jeans,18
2023-09-21,Store-3,Tshirt,19
2023-09-21,Store-3,Scarf,11
2023-09-22,Store-1,Jacket,21
2023-09-22,Store-1,Sweater,19
2023-09-22,Store-1,Boots,11
2023-09-22,Store-1,Jeans,22
2023-09-22,Store-1,Tshirt,21
2023-09-22,Store-1,Scarf,10
2023-09-22,Store-2,Jacket,27
2023-09-22,Store-2,Sweater,20
2023-09-22,Store-2,Boots,16
2023-09-22,Store-2,Jeans,22
2023-09-22,Store-2,Tshirt,24
2023-09-22,Store-2,Scarf,11
2023-09-22,Store-3,Jacket,19
2023-09-22,Store-3,Sweater,18
2023-09-22,Store-3,Boots,13
2023-09-22,Store-3,Jeans,20
2023-09-22,Store-3,Tshirt,20
2023-09-22,Store-3,Scarf,10
2023-09-23,Store-1,Jacket,29
2023-09-23,Store-1,Sweater,22
2023-09-23,Store-1,Boots,15
2023-09-23,Store-1,Jeans,25
2023-09-23,Store-1,Tshirt,25
2023-09-23,Store-1,Scarf,15
2023-09-23,Store-2,Jacket,33
2023-09-23,Store-2,Sweater,24
2023-09-23,Store-2,Boots,17
2023-09-23,Store-2,Jeans,29
2023-09-23,Store-2,Tshirt,30
2023-09-23,Store-2,Scarf,16
2023-09-23,Store-3,Jacket,27
2023-09-23,Store-3,Sweater,21
2023-09-23,Store-3,Boots,15
2023-09-23,Store-3,Jeans,23
2023-09-23,Store-3,Tshirt,22
2023-09-23,Store-3,Scarf,14
2023-09-24,Store-1,Jacket,27
2023-09-24,Store-1,Sweater,22
2023-09-24,Store-1,Boots,17
2023-09-24,Store-1,Jeans,24
2023-09-24,Store-1,Tshirt,27
2023-09-24,Store-1,Scarf,15
2023-09-24,Store-2,Jacket,28
2023-09-24,Store-2,Sweater,26
2023-09-24,Store-2,Boots,19
2023-09-24,Store-2,Jeans,30
2023-09-24,Store-2,Tshirt,28
2023-09-24,Store-2,Scarf,15
2023-09-24,Store-3,Jacket,27
2023-09-24,Store-3,Sweater,21
2023-09-24,Store-3,Boots,16
2023-09-24,Store-3,Jeans,24
2023-09-24,Store-3,Tshirt,22
2023-09-24,Store-3,Scarf,12
2023-09-25,Store-1,Jacket,24
2023-09-25,Store-1,Sweater,19
2023-09-25,Store-1,Boots,13
2023-09-25,Store-1,Jeans,21
2023-09-25,Store-1,Tshirt,23
2023-09-25,Store-1,Scarf,9
2023-09-25,Store-2,Jacket,25
2023-09-25,Store-2,Sweater,23
2023-09-25,Store-2,Boots,14
2023-09-25,Store-2,Jeans,23
2023-09-25,Store-2,Tshirt,24
2023-09-25,Store-2,Scarf,11
2023-09-25,Store-3,Jacket,23
2023-09-25,Store-3,Sweater,18
2023-09-25,Store-3,Boots,12
2023-09-25,Store-3,Jeans,18
2023-09-25,Store-3,Tshirt,18
2023-09-25,Store-3,Scarf,9
2023-09-26,Store-1,Jacket,21
2023-09-26,Store-1,Sweater,19
2023-09-26,Store-1,Boots,12
2023-09-26,Store-1,Jeans,20
2023-09-26,Store-1,Tshirt,21
2023-09-26,Store-1,Scarf,12
2023-09-26,Store-2,Jacket,24
2023-09-26,Store-2,Sweater,23
2023-09-26,Store-2,Boots,15
2023-09-26,Store-2,Jeans,21
2023-09-26,Store-2,Tshirt,26
2023-09-26,Store-2,Scarf,12
2023-09-26,Store-3,Jacket,22
2023-09-26,Store-3,Sweater,16
2023-09-26,Store-3,Boots,10
2023-09-26,Store-3,Jeans,18
2023-09-26,Store-3,Tshirt,20
2023-09-26,Store-3,Scarf,10
2023-09-27,Store-1,Jacket,25
2023-09-27,Store-1,Sweater,17
2023-09-27,Store-1,Boots,12
2023-09-27,Store-1,Jeans,21
2023-09-27,Store-1,Tshirt,19
2023-09-27,Store-1,Scarf,10
2023-09-27,Store-2,Jacket,26
2023-09-27,Store-2,Sweater,22
2023-09-27,Store-2,Boots,14
2023-09-27,Store-2,Jeans,23
2023-09-27,Store-2,Tshirt,22
2023-09-27,Store-2,Scarf,13
2023-09-27,Store-3,Jacket,21
2023-09-27,Store-3,Sweater,18
2023-09-27,Store-3,Boots,11
2023-09-27,Store-3,Jeans,19
2023-09-27,Store-3,Tshirt,20
2023-09-27,Store-3,Scarf,10
2023-09-28,Store-1,Jacket,24
2023-09-28,Store-1,Sweater,18
2023-09-28,Store-1,Boots,14
2023-09-28,Store-1,Jeans,22
2023-09-28,Store-1,Tshirt,20
2023-09-28,Store-1,Scarf,9
2023-09-28,Store-2,Jacket,26
2023-09-28,Store-2,Sweater,20
2023-09-28,Store-2,Boots,15
2023-09-28,Store-2,Jeans,25
2023-09-28,Store-2,Tshirt,24
2023-09-28,Store-2,Scarf,11
2023-09-28,Store-3,Jacket,23
2023-09-28,Store-3,Sweater,18
2023-09-28,Store-3,Boots,12
2023-09-28,Store-3,Jeans,21
2023-09-28,Store-3,Tshirt,19
2023-09-28,Store-3,Scarf,8
2023-09-29,Store-1,Jacket,25
2023-09-29,Store-1,Sweater,19
2023-09-29,Store-1,Boots,12
2023-09-29,Store-1,Jeans,19
2023-09-29,Store-1,Tshirt,19
2023-09-29,Store-1,Scarf,11
2023-09-29,Store-2,Jacket,28
2023-09-29,Store-2,Sweater,22
2023-09-29,Store-2,Boots,15
2023-09-29,Store-2,Jeans,25
2023-09-29,Store-2,Tshirt,24
2023-09-29,Store-2,Scarf,11
2023-09-29,Store-3,Jacket,23
2023-09-29,Store-3,Sweater,17
2023-09-29,Store-3,Boots,11
2023-09-29,Store-3,Jeans,19
2023-09-29,Store-3,Tshirt,19
2023-09-29,Store-3,Scarf,10
2023-09-30,Store-1,Jacket,28
2023-09-30,Store-1,Sweater,21
2023-09-30,Store-1,Boots,17
2023-09-30,Store-1,Jeans,24
2023-09-30,Store-1,Tshirt,23
2023-09-30,Store-1,Scarf,16
2023-09-30,Store-2,Jacket,30
2023-09-30,Store-2,Sweater,26
2023-09-30,Store-2,Boots,17
2023-09-30,Store-2,Jeans,29
2023-09-30,Store-2,Tshirt,29
2023-09-30,Store-2,Scarf,16
2023-09-30,Store-3,Jacket,23
2023-09-30,Store-3,Sweater,21
2023-09-30,Store-3,Boots,15
2023-09-30,Store-3,Jeans,22
2023-09-30,Store-3,Tshirt,23
2023-09-30,Store-3,Scarf,12
2023-10-01,Store-1,Jacket,27
2023-10-01,Store-1,Sweater,25
2023-10-01,Store-1,Boots,16
2023-10-01,Store-1,Jeans,20
2023-10-01,Store-1,Tshirt,24
2023-10-01,Store-1,Scarf,16
2023-10-01,Store-2,Jacket,31
2023-10-01,Store-2,Sweater,27
2023-10-01,Store-2,Boots,20
2023-10-01,Store-2,Jeans,24
2023-10-01,Store-2,Tshirt,33
2023-10-01,Store-2,Scarf,16
2023-10-01,Store-3,Jacket,28
2023-10-01,Store-3,Sweater,22
2023-10-01,Store-3,Boots,16
2023-10-01,Store-3,Jeans,19
2023-10-01,Store-3,Tshirt,23
2023-10-01,Store-3,Scarf,14
2023-10-02,Store-1,Jacket,24
2023-10-02,Store-1,Sweater,20
2023-10-02,Store-1,Boots,14
2023-10-02,Store-1,Jeans,18
2023-10-02,Store-1,Tshirt,23
2023-10-02,Store-1,Scarf,11
2023-10-02,Store-2,Jacket,30
2023-10-02,Store-2,Sweater,25
2023-10-02,Store-2,Boots,16
2023-10-02,Store-2,Jeans,20
2023-10-02,Store-2,Tshirt,28
2023-10-02,Store-2,Scarf,12
2023-10-02,Store-3,Jacket,21
2023-10-02,Store-3,Sweater,19
2023-10-02,Store-3,Boots,14
2023-10-02,Store-3,Jeans,16
2023-10-02,Store-3,Tshirt,19
2023-10-02,Store-3,Scarf,11
2023-10-03,Store-1,Jacket,24
2023-10-03,Store-1,Sweater,21
2023-10-03,Store-1,Boots,15
2023-10-03,Store-1,Jeans,19
2023-10-03,Store-1,Tshirt,21
2023-10-03,Store-1,Scarf,11
2023-10-03,Store-2,Jacket,28
2023-10-03,Store-2,Sweater,21
2023-10-03,Store-2,Boots,16
2023-10-03,Store-2,Jeans,22
2023-10-03,Store-2,Tshirt,23
2023-10-03,Store-2,Scarf,12
2023-10-03,Store-3,Jacket,21
2023-10-03,Store-3,Sweater,20
2023-10-03,Store-3,Boots,12
2023-10-03,Store-3,Jeans,18
2023-10-03,Store-3,Tshirt,22
2023-10-03,Store-3,Scarf,11
2023-10-04,Store-1,Jacket,24
2023-10-04,Store-1,Sweater,21
2023-10-04,Store-1,Boots,15
2023-10-04,Store-1,Jeans,19
2023-10-04,Store-1,Tshirt,22
2023-10-04,Store-1,Scarf,10
2023-10-04,Store-2,Jacket,26
2023-10-04,Store-2,Sweater,25
2023-10-04,Store-2,Boots,16
2023-10-04,Store-2,Jeans,20
2023-10-04,Store-2,Tshirt,25
2023-10-04,Store-2,Scarf,12
2023-10-04,Store-3,Jacket,21
2023-10-04,Store-3,Sweater,18
2023-10-04,Store-3,Boots,12
2023-10-04,Store-3,Jeans,17
2023-10-04,Store-3,Tshirt,22
2023-10-04,Store-3,Scarf,10
2023-10-05,Store-1,Jacket,24
2023-10-05,Store-1,Sweater,21
2023-10-05,Store-1,Boots,13
2023-10-05,Store-1,Jeans,16
2023-10-05,Store-1,Tshirt,20
2023-10-05,Store-1,Scarf,12
2023-10-05,Store-2,Jacket,31
2023-10-05,Store-2,Sweater,25
2023-10-05,Store-2,Boots,17
2023-10-05,Store-2,Jeans,21
2023-10-05,Store-2,Tshirt,24
2023-10-05,Store-2,Scarf,11
2023-10-05,Store-3,Jacket,24
2023-10-05,Store-3,Sweater,17
2023-10-05,Store-3,Boots,13
2023-10-05,Store-3,Jeans,15
2023-10-05,Store-3,Tshirt,19
2023-10-05,Store-3,Scarf,10
2023-10-06,Store-1,Jacket,26
2023-10-06,Store-1,Sweater,21
2023-10-06,Store-1,Boots,13
2023-10-06,Store-1,Jeans,19
2023-10-06,Store-1,Tshirt,23
2023-10-06,Store-1,Scarf,10
2023-10-06,Store-2,Jacket,30
2023-10-06,Store-2,Sweater,21
2023-10-06,Store-2,Boots,16
2023-10-06,Store-2,Jeans,20
2023-10-06,Store-2,Tshirt,26
2023-10-06,Store-2,Scarf,13
2023-10-06,Store-3,Jacket,25
2023-10-06,Store-3,Sweater,19
2023-10-06,Store-3,Boots,14
2023-10-06,Store-3,Jeans,18
2023-10-06,Store-3,Tshirt,21
2023-10-06,Store-3,Scarf,9
2023-10-07,Store-1,Jacket,28
2023-10-07,Store-1,Sweater,24
2023-10-07,Store-1,Boots,18
2023-10-07,Store-1,Jeans,21
2023-10-07,Store-1,Tshirt,28
2023-10-07,Store-1,Scarf,15
2023-10-07,Store-2,Jacket,31
2023-10-07,Store-2,Sweater,27
2023-10-07,Store-2,Boots,20
2023-10-07,Store-2,Jeans,25
2023-10-07,Store-2,Tshirt,31
2023-10-07,Store-2,Scarf,16
2023-10-07,Store-3,Jacket,26
2023-10-07,Store-3,Sweater,21
2023-10-07,Store-3,Boots,16
2023-10-07,Store-3,Jeans,22
2023-10-07,Store-3,Tshirt,26
2023-10-07,Store-3,Scarf,14
2023-10-08,Store-1,Jacket,28
2023-10-08,Store-1,Sweater,24
2023-10-08,Store-1,Boots,16
2023-10-08,Store-1,Jeans,21
2023-10-08,Store-1,Tshirt,25
2023-10-08,Store-1,Scarf,17
2023-10-08,Store-2,Jacket,35
2023-10-08,Store-2,Sweater,28
2023-10-08,Store-2,Boots,18
2023-10-08,Store-2,Jeans,23
2023-10-08,Store-2,Tshirt,30
2023-10-08,Store-2,Scarf,17
2023-10-08,Store-3,Jacket,24
2023-10-08,Store-3,Sweater,25
2023-10-08,Store-3,Boots,16
2023-10-08,Store-3,Jeans,22
2023-10-08,Store-3,Tshirt,26
2023-10-08,Store-3,Scarf,15
2023-10-09,Store-1,Jacket,25
2023-10-09,Store-1,Sweater,20
2023-10-09,Store-1,Boots,15
2023-10-09,Store-1,Jeans,19
2023-10-09,Store-1,Tshirt,22
2023-10-09,Store-1,Scarf,10
2023-10-09,Store-2,Jacket,28
2023-10-09,Store-2,Sweater,22
2023-10-09,Store-2,Boots,15
2023-10-09,Store-2,Jeans,20
2023-10-09,Store-2,Tshirt,27
2023-10-09,Store-2,Scarf,13
2023-10-09,Store-3,Jacket,22
2023-10-09,Store-3,Sweater,17
2023-10-09,Store-3,Boots,13
2023-10-09,Store-3,Jeans,17
2023-10-09,Store-3,Tshirt,21
2023-10-09,Store-3,Scarf,9
2023-10-10,Store-1,Jacket,22
2023-10-10,Store-1,Sweater,19
2023-10-10,Store-1,Boots,13
2023-10-10,Store-1,Jeans,19
2023-10-10,Store-1,Tshirt,22
2023-10-10,Store-1,Scarf,10
2023-10-10,Store-2,Jacket,27
2023-10-10,Store-2,Sweater,22
2023-10-10,Store-2,Boots,17
2023-10-10,Store-2,Jeans,19
2023-10-10,Store-2,Tshirt,26
2023-10-10,Store-2,Scarf,13
2023-10-10,Store-3,Jacket,24
2023-10-10,Store-3,Sweater,19
2023-10-10,Store-3,Boots,12
2023-10-10,Store-3,Jeans,17
2023-10-10,Store-3,Tshirt,20
2023-10-10,Store-3,Scarf,10
2023-10-11,Store-1,Jacket,24
2023-10-11,Store-1,Sweater,21
2023-10-11,Store-1,Boots,15
2023-10-11,Store-1,Jeans,16
2023-10-11,Store-1,Tshirt,24
2023-10-11,Store-1,Scarf,13
2023-10-11,Store-2,Jacket,28
2023-10-11,Store-2,Sweater,23
2023-10-11,Store-2,Boots,17
2023-10-11,Store-2,Jeans,21
2023-10-11,Store-2,Tshirt,27
2023-10-11,Store-2,Scarf,13
2023-10-11,Store-3,Jacket,24
2023-10-11,Store-3,Sweater,18
2023-10-11,Store-3,Boots,12
2023-10-11,Store-3,Jeans,16
2023-10-11,Store-3,Tshirt,22
2023-10-11,Store-3,Scarf,11
2023-10-12,Store-1,Jacket,24
2023-10-12,Store-1,Sweater,21
2023-10-12,Store-1,Boots,15
2023-10-12,Store-1,Jeans,19
2023-10-12,Store-1,Tshirt,22
2023-10-12,Store-1,Scarf,11
2023-10-12,Store-2,Jacket,26
2023-10-12,Store-2,Sweater,23
2023-10-12,Store-2,Boots,16
2023-10-12,Store-2,Jeans,21
2023-10-12,Store-2,Tshirt,27
2023-10-12,Store-2,Scarf,12
2023-10-12,Store-3,Jacket,22
2023-10-12,Store-3,Sweater,19
2023-10-12,Store-3,Boots,13
2023-10-12,Store-3,Jeans,17
2023-10-12,Store-3,Tshirt,20
2023-10-12,Store-3,Scarf,11
2023-10-13,Store-1,Jacket,23
2023-10-13,Store-1,Sweater,18
2023-10-13,Store-1,Boots,13
2023-10-13,Store-1,Jeans,17
2023-10-13,Store-1,Tshirt,22
2023-10-13,Store-1,Scarf,12
2023-10-13,Store-2,Jacket,26
2023-10-13,Store-2,Sweater,24
2023-10-13,Store-2,Boots,15
2023-10-13,Store-2,Jeans,21
2023-10-13,Store-2,Tshirt,25
2023-10-13,Store-2,Scarf,12
2023-10-13,Store-3,Jacket,22
2023-10-13,Store-3,Sweater,18
2023-10-13,Store-3,Boots,14
2023-10-13,Store-3,Jeans,17
2023-10-13,Store-3,Tshirt,20
2023-10-13,Store-3,Scarf,10
2023-10-14,Store-1,Jacket,28
2023-10-14,Store-1,Sweater,24
2023-10-14,Store-1,Boots,17
2023-10-14,Store-1,Jeans,23
2023-10-14,Store-1,Tshirt,28
2023-10-14,Store-1,Scarf,15
2023-10-14,Store-2,Jacket,31
2023-10-14,Store-2,Sweater,29
2023-10-14,Store-2,Boots,20
2023-10-14,Store-2,Jeans,26
2023-10-14,Store-2,Tshirt,29
2023-10-14,Store-2,Scarf,16
2023-10-14,Store-3,Jacket,28
2023-10-14,Store-3,Sweater,21
2023-10-14,Store-3,Boots,15
2023-10-14,Store-3,Jeans,21
2023-10-14,Store-3,Tshirt,23
2023-10-14,Store-3,Scarf,15
2023-10-15,Store-1,Jacket,27
2023-10-15,Store-1,Sweater,22
2023-10-15,Store-1,Boots,17
2023-10-15,Store-1,Jeans,20
2023-10-15,Store-1,Tshirt,28
2023-10-15,Store-1,Scarf,16
2023-10-15,Store-2,Jacket,35
2023-10-15,Store-2,Sweater,28
2023-10-15,Store-2,Boots,18
2023-10-15,Store-2,Jeans,24
2023-10-15,Store-2,Tshirt,29
2023-10-15,Store-2,Scarf,17
2023-10-15,Store-3,Jacket,25
2023-10-15,Store-3,Sweater,23
2023-10-15,Store-3,Boots,16
2023-10-15,Store-3,Jeans,19
2023-10-15,Store-3,Tshirt,23
2023-10-15,Store-3,Scarf,15
2023-10-16,Store-1,Jacket,25
2023-10-16,Store-1,Sweater,20
2023-10-16,Store-1,Boots,12
2023-10-16,Store-1,Jeans,16
2023-10-16,Store-1,Tshirt,24
2023-10-16,Store-1,Scarf,11
2023-10-16,Store-2,Jacket,26
2023-10-16,Store-2,Sweater,22
2023-10-16,Store-2,Boots,15
2023-10-16,Store-2,Jeans,19
2023-10-16,Store-2,Tshirt,27
2023-10-16,Store-2,Scarf,12
2023-10-16,Store-3,Jacket,21
2023-10-16,Store-3,Sweater,19
2023-10-16,Store-3,Boots,11
2023-10-16,Store-3,Jeans,15
2023-10-16,Store-3,Tshirt,20
2023-10-16,Store-3,Scarf,10
2023-10-17,Store-1,Jacket,23
2023-10-17,Store-1,Sweater,19
2023-10-17,Store-1,Boots,14
2023-10-17,Store-1,Jeans,18
2023-10-17,Store-1,Tshirt,23
2023-10-17,Store-1,Scarf,11
2023-10-17,Store-2,Jacket,27
2023-10-17,Store-2,Sweater,25
2023-10-17,Store-2,Boots,15
2023-10-17,Store-2,Jeans,20
2023-10-17,Store-2,Tshirt,26
2023-10-17,Store-2,Scarf,14
2023-10-17,Store-3,Jacket,24
2023-10-17,Store-3,Sweater,18
2023-10-17,Store-3,Boots,11
2023-10-17,Store-3,Jeans,15
2023-10-17,Store-3,Tshirt,19
2023-10-17,Store-3,Scarf,11
2023-10-18,Store-1,Jacket,25
2023-10-18,Store-1,Sweater,19
2023-10-18,Store-1,Boots,13
2023-10-18,Store-1,Jeans,19
2023-10-18,Store-1,Tshirt,24
2023-10-18,Store-1,Scarf,11
2023-10-18,Store-2,Jacket,29
2023-10-18,Store-2,Sweater,25
2023-10-18,Store-2,Boots,16
2023-10-18,Store-2,Jeans,19
2023-10-18,Store-2,Tshirt,25
2023-10-18,Store-2,Scarf,14
2023-10-18,Store-3,Jacket,22
2023-10-18,Store-3,Sweater,17
2023-10-18,Store-3,Boots,12
2023-10-18,Store-3,Jeans,15
2023-10-18,Store-3,Tshirt,19
2023-10-18,Store-3,Scarf,11
2023-10-19,Store-1,Jacket,23
2023-10-19,Store-1,Sweater,18
2023-10-19,Store-1,Boots,14
2023-10-19,Store-1,Jeans,19
2023-10-19,Store-1,Tshirt,24
2023-10-19,Store-1,Scarf,10
2023-10-19,Store-2,Jacket,27
2023-10-19,Store-2,Sweater,25
2023-10-19,Store-2,Boots,16
2023-10-19,Store-2,Jeans,20
2023-10-19,Store-2,Tshirt,25
2023-10-19,Store-2,Scarf,13
2023-10-19,Store-3,Jacket,21
2023-10-19,Store-3,Sweater,17
2023-10-19,Store-3,Boots,13
2023-10-19,Store-3,Jeans,16
2023-10-19,Store-3,Tshirt,21
2023-10-19,Store-3,Scarf,9
2023-10-20,Store-1,Jacket,23
